/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset photo train_idx: 1123, val_idx: 374, test_idx: 5990
Debug: Dataset photo train_idx: 10, val_idx: 10, test_idx: 10
Dataset: photo | #Nodes: 7487 | #Edges: 238087 | #Classes: 8 |#Features: 745
Epoch 00183 | Loss(train) 0.6523 | Acc(train) 0.7738 | Acc(val) 0.8957 |
Epoch 00184 | Loss(train) 0.6482 | Acc(train) 0.7765 | Acc(val) 0.8957 |
Epoch 00185 | Loss(train) 0.6684 | Acc(train) 0.7631 | Acc(val) 0.8957 |
Epoch 00186 | Loss(train) 0.6994 | Acc(train) 0.7729 | Acc(val) 0.9144 |
Epoch 00187 | Loss(train) 0.6994 | Acc(train) 0.7614 | Acc(val) 0.9171 |
Epoch 00188 | Loss(train) 0.6849 | Acc(train) 0.7765 | Acc(val) 0.8930 |
Epoch 00189 | Loss(train) 0.6709 | Acc(train) 0.7801 | Acc(val) 0.8824 |
Epoch 00190 | Loss(train) 0.6308 | Acc(train) 0.7854 | Acc(val) 0.8850 |
Epoch 00191 | Loss(train) 0.6715 | Acc(train) 0.7524 | Acc(val) 0.8930 |
Epoch 00192 | Loss(train) 0.6386 | Acc(train) 0.7898 | Acc(val) 0.9011 |
Epoch 00193 | Loss(train) 0.7093 | Acc(train) 0.7560 | Acc(val) 0.9064 |
Epoch 00194 | Loss(train) 0.6727 | Acc(train) 0.7596 | Acc(val) 0.8930 |
Epoch 00195 | Loss(train) 0.6959 | Acc(train) 0.7738 | Acc(val) 0.9064 |
Epoch 00196 | Loss(train) 0.6672 | Acc(train) 0.7809 | Acc(val) 0.9118 |
Epoch 00197 | Loss(train) 0.6579 | Acc(train) 0.7703 | Acc(val) 0.9118 |
Epoch 00198 | Loss(train) 0.6844 | Acc(train) 0.7596 | Acc(val) 0.9064 |
Epoch 00199 | Loss(train) 0.6898 | Acc(train) 0.7649 | Acc(val) 0.9064 |
Epoch 00200 | Loss(train) 0.6230 | Acc(train) 0.7934 | Acc(val) 0.9037 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'GATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 106.29 MB
GPU Memory Reserved: 244.00 MB
Exp 3/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.1142 | Acc(train) 0.0988 | Acc(val) 0.1979 |*
Epoch 00002 | Loss(train) 2.3792 | Acc(train) 0.2378 | Acc(val) 0.2701 |*
Epoch 00003 | Loss(train) 2.1091 | Acc(train) 0.2128 | Acc(val) 0.4198 |*
Epoch 00004 | Loss(train) 1.9883 | Acc(train) 0.2280 | Acc(val) 0.2701 |
Epoch 00005 | Loss(train) 2.0043 | Acc(train) 0.2146 | Acc(val) 0.4305 |*
Epoch 00006 | Loss(train) 1.9923 | Acc(train) 0.2395 | Acc(val) 0.4385 |*
Epoch 00007 | Loss(train) 1.9548 | Acc(train) 0.2752 | Acc(val) 0.4198 |
Epoch 00008 | Loss(train) 1.9273 | Acc(train) 0.2814 | Acc(val) 0.5401 |*
Epoch 00009 | Loss(train) 1.9065 | Acc(train) 0.2903 | Acc(val) 0.4251 |
Epoch 00010 | Loss(train) 1.8670 | Acc(train) 0.3072 | Acc(val) 0.4198 |
Epoch 00011 | Loss(train) 1.8402 | Acc(train) 0.2992 | Acc(val) 0.4198 |
Epoch 00012 | Loss(train) 1.8657 | Acc(train) 0.3037 | Acc(val) 0.4278 |
Epoch 00013 | Loss(train) 1.8229 | Acc(train) 0.3099 | Acc(val) 0.4278 |
Epoch 00014 | Loss(train) 1.7917 | Acc(train) 0.3286 | Acc(val) 0.4251 |
Epoch 00015 | Loss(train) 1.7800 | Acc(train) 0.3508 | Acc(val) 0.4225 |
Epoch 00016 | Loss(train) 1.7622 | Acc(train) 0.3580 | Acc(val) 0.4305 |
Epoch 00017 | Loss(train) 1.7483 | Acc(train) 0.3598 | Acc(val) 0.4572 |
Epoch 00018 | Loss(train) 1.6658 | Acc(train) 0.3865 | Acc(val) 0.4759 |
Epoch 00019 | Loss(train) 1.7181 | Acc(train) 0.3847 | Acc(val) 0.5160 |
Epoch 00020 | Loss(train) 1.6601 | Acc(train) 0.3936 | Acc(val) 0.5428 |*
Epoch 00021 | Loss(train) 1.6211 | Acc(train) 0.4176 | Acc(val) 0.5187 |
Epoch 00022 | Loss(train) 1.6120 | Acc(train) 0.4123 | Acc(val) 0.5267 |
Epoch 00023 | Loss(train) 1.5831 | Acc(train) 0.4087 | Acc(val) 0.5481 |*
Epoch 00024 | Loss(train) 1.5925 | Acc(train) 0.4043 | Acc(val) 0.5561 |*
Epoch 00025 | Loss(train) 1.5162 | Acc(train) 0.4443 | Acc(val) 0.5668 |*
Epoch 00026 | Loss(train) 1.5320 | Acc(train) 0.4346 | Acc(val) 0.6016 |*
Epoch 00027 | Loss(train) 1.5167 | Acc(train) 0.4381 | Acc(val) 0.6043 |*
Epoch 00028 | Loss(train) 1.4868 | Acc(train) 0.4541 | Acc(val) 0.6150 |*
Epoch 00029 | Loss(train) 1.4306 | Acc(train) 0.4800 | Acc(val) 0.6203 |*
Epoch 00030 | Loss(train) 1.4387 | Acc(train) 0.4711 | Acc(val) 0.6123 |
Epoch 00031 | Loss(train) 1.4232 | Acc(train) 0.4702 | Acc(val) 0.6123 |
Epoch 00032 | Loss(train) 1.3788 | Acc(train) 0.4978 | Acc(val) 0.6203 |
Epoch 00033 | Loss(train) 1.3435 | Acc(train) 0.4880 | Acc(val) 0.6337 |*
Epoch 00034 | Loss(train) 1.3122 | Acc(train) 0.5156 | Acc(val) 0.6471 |*
Epoch 00035 | Loss(train) 1.3161 | Acc(train) 0.5138 | Acc(val) 0.6471 |
Epoch 00036 | Loss(train) 1.2912 | Acc(train) 0.5254 | Acc(val) 0.6684 |*
Epoch 00037 | Loss(train) 1.2039 | Acc(train) 0.5574 | Acc(val) 0.6791 |*
Epoch 00038 | Loss(train) 1.2497 | Acc(train) 0.5405 | Acc(val) 0.6952 |*
Epoch 00039 | Loss(train) 1.2400 | Acc(train) 0.5307 | Acc(val) 0.7273 |*
Epoch 00040 | Loss(train) 1.2235 | Acc(train) 0.5663 | Acc(val) 0.7086 |
Epoch 00041 | Loss(train) 1.1875 | Acc(train) 0.5485 | Acc(val) 0.6979 |
Epoch 00042 | Loss(train) 1.1635 | Acc(train) 0.5592 | Acc(val) 0.7139 |
Epoch 00043 | Loss(train) 1.1594 | Acc(train) 0.5779 | Acc(val) 0.7460 |*
Epoch 00044 | Loss(train) 1.0861 | Acc(train) 0.6118 | Acc(val) 0.7460 |
Epoch 00045 | Loss(train) 1.1257 | Acc(train) 0.5815 | Acc(val) 0.7941 |*
Epoch 00046 | Loss(train) 1.1094 | Acc(train) 0.5931 | Acc(val) 0.8075 |*
Epoch 00047 | Loss(train) 1.1038 | Acc(train) 0.6037 | Acc(val) 0.8021 |
Epoch 00048 | Loss(train) 1.0460 | Acc(train) 0.6135 | Acc(val) 0.8102 |*
Epoch 00049 | Loss(train) 1.0189 | Acc(train) 0.6189 | Acc(val) 0.8102 |
Epoch 00050 | Loss(train) 1.0238 | Acc(train) 0.6242 | Acc(val) 0.7995 |
Epoch 00051 | Loss(train) 1.0908 | Acc(train) 0.6269 | Acc(val) 0.7861 |
Epoch 00052 | Loss(train) 1.0754 | Acc(train) 0.6126 | Acc(val) 0.8021 |
Epoch 00053 | Loss(train) 1.0442 | Acc(train) 0.6331 | Acc(val) 0.8182 |*
Epoch 00054 | Loss(train) 1.0078 | Acc(train) 0.6394 | Acc(val) 0.7995 |
Epoch 00055 | Loss(train) 1.0263 | Acc(train) 0.6189 | Acc(val) 0.7861 |
Epoch 00056 | Loss(train) 1.0093 | Acc(train) 0.6305 | Acc(val) 0.7888 |
Epoch 00057 | Loss(train) 1.0046 | Acc(train) 0.6394 | Acc(val) 0.7888 |
Epoch 00058 | Loss(train) 0.9865 | Acc(train) 0.6411 | Acc(val) 0.8048 |
Epoch 00059 | Loss(train) 0.9681 | Acc(train) 0.6598 | Acc(val) 0.7861 |
Epoch 00060 | Loss(train) 0.9932 | Acc(train) 0.6492 | Acc(val) 0.8075 |
Epoch 00061 | Loss(train) 0.9266 | Acc(train) 0.6848 | Acc(val) 0.8155 |
Epoch 00062 | Loss(train) 0.9377 | Acc(train) 0.6607 | Acc(val) 0.8182 |
Epoch 00063 | Loss(train) 0.9122 | Acc(train) 0.6768 | Acc(val) 0.8048 |
Epoch 00064 | Loss(train) 0.9248 | Acc(train) 0.6750 | Acc(val) 0.8155 |
Epoch 00065 | Loss(train) 0.9678 | Acc(train) 0.6723 | Acc(val) 0.8021 |
Epoch 00066 | Loss(train) 0.9474 | Acc(train) 0.6625 | Acc(val) 0.7968 |
Epoch 00067 | Loss(train) 0.9211 | Acc(train) 0.6661 | Acc(val) 0.8182 |
Epoch 00068 | Loss(train) 0.8927 | Acc(train) 0.6866 | Acc(val) 0.8235 |*
Epoch 00069 | Loss(train) 0.9080 | Acc(train) 0.6652 | Acc(val) 0.8182 |
Epoch 00070 | Loss(train) 0.8725 | Acc(train) 0.6848 | Acc(val) 0.7754 |
Epoch 00071 | Loss(train) 0.9551 | Acc(train) 0.6607 | Acc(val) 0.8128 |
Epoch 00072 | Loss(train) 0.9027 | Acc(train) 0.6910 | Acc(val) 0.7834 |
Epoch 00073 | Loss(train) 0.9526 | Acc(train) 0.6420 | Acc(val) 0.8235 |
Epoch 00074 | Loss(train) 0.8858 | Acc(train) 0.6928 | Acc(val) 0.7968 |
Epoch 00075 | Loss(train) 0.9459 | Acc(train) 0.6643 | Acc(val) 0.8262 |*
Epoch 00076 | Loss(train) 0.8332 | Acc(train) 0.6999 | Acc(val) 0.8209 |
Epoch 00077 | Loss(train) 0.8902 | Acc(train) 0.6812 | Acc(val) 0.8182 |
Epoch 00078 | Loss(train) 0.8451 | Acc(train) 0.7035 | Acc(val) 0.8021 |
Epoch 00079 | Loss(train) 0.8448 | Acc(train) 0.7008 | Acc(val) 0.8021 |
Epoch 00080 | Loss(train) 0.8585 | Acc(train) 0.6848 | Acc(val) 0.8155 |
Epoch 00081 | Loss(train) 0.8635 | Acc(train) 0.6972 | Acc(val) 0.8316 |*
Epoch 00082 | Loss(train) 0.8749 | Acc(train) 0.6741 | Acc(val) 0.8262 |
Epoch 00083 | Loss(train) 0.8395 | Acc(train) 0.7097 | Acc(val) 0.8316 |
Epoch 00084 | Loss(train) 0.8509 | Acc(train) 0.6874 | Acc(val) 0.8342 |*
Epoch 00085 | Loss(train) 0.8210 | Acc(train) 0.7079 | Acc(val) 0.8155 |
Epoch 00086 | Loss(train) 0.8675 | Acc(train) 0.6999 | Acc(val) 0.8262 |
Epoch 00087 | Loss(train) 0.8260 | Acc(train) 0.7008 | Acc(val) 0.8235 |
Epoch 00088 | Loss(train) 0.8560 | Acc(train) 0.7088 | Acc(val) 0.8235 |
Epoch 00089 | Loss(train) 0.8391 | Acc(train) 0.6910 | Acc(val) 0.8128 |
Epoch 00090 | Loss(train) 0.8006 | Acc(train) 0.7204 | Acc(val) 0.8316 |
Epoch 00091 | Loss(train) 0.8285 | Acc(train) 0.7124 | Acc(val) 0.8316 |
Epoch 00092 | Loss(train) 0.8146 | Acc(train) 0.7026 | Acc(val) 0.8342 |
Epoch 00093 | Loss(train) 0.8284 | Acc(train) 0.7026 | Acc(val) 0.8289 |
Epoch 00094 | Loss(train) 0.7971 | Acc(train) 0.7088 | Acc(val) 0.8235 |
Epoch 00095 | Loss(train) 0.8513 | Acc(train) 0.7124 | Acc(val) 0.8316 |
Epoch 00096 | Loss(train) 0.8113 | Acc(train) 0.7088 | Acc(val) 0.8262 |
Epoch 00097 | Loss(train) 0.7927 | Acc(train) 0.7159 | Acc(val) 0.8289 |
Epoch 00098 | Loss(train) 0.8084 | Acc(train) 0.7186 | Acc(val) 0.8262 |
Epoch 00099 | Loss(train) 0.8319 | Acc(train) 0.7097 | Acc(val) 0.8342 |
Epoch 00100 | Loss(train) 0.8015 | Acc(train) 0.7017 | Acc(val) 0.8396 |*
Epoch 00101 | Loss(train) 0.7530 | Acc(train) 0.7320 | Acc(val) 0.8342 |
Epoch 00102 | Loss(train) 0.7830 | Acc(train) 0.7186 | Acc(val) 0.8369 |
Epoch 00103 | Loss(train) 0.8837 | Acc(train) 0.7311 | Acc(val) 0.8396 |
Epoch 00104 | Loss(train) 0.7619 | Acc(train) 0.7213 | Acc(val) 0.8396 |
Epoch 00105 | Loss(train) 0.7773 | Acc(train) 0.7168 | Acc(val) 0.8449 |*
Epoch 00106 | Loss(train) 0.7823 | Acc(train) 0.7231 | Acc(val) 0.8182 |
Epoch 00107 | Loss(train) 0.8212 | Acc(train) 0.7115 | Acc(val) 0.8262 |
Epoch 00108 | Loss(train) 0.8094 | Acc(train) 0.7061 | Acc(val) 0.8262 |
Epoch 00109 | Loss(train) 0.7944 | Acc(train) 0.7142 | Acc(val) 0.8369 |
Epoch 00110 | Loss(train) 0.8041 | Acc(train) 0.6990 | Acc(val) 0.8289 |
Epoch 00111 | Loss(train) 0.7958 | Acc(train) 0.7248 | Acc(val) 0.8128 |
Epoch 00112 | Loss(train) 0.8136 | Acc(train) 0.7035 | Acc(val) 0.8636 |*
Epoch 00113 | Loss(train) 0.7929 | Acc(train) 0.7142 | Acc(val) 0.8556 |
Epoch 00114 | Loss(train) 0.8401 | Acc(train) 0.7008 | Acc(val) 0.8369 |
Epoch 00115 | Loss(train) 0.7626 | Acc(train) 0.7275 | Acc(val) 0.8075 |
Epoch 00116 | Loss(train) 0.7843 | Acc(train) 0.7240 | Acc(val) 0.8182 |
Epoch 00117 | Loss(train) 0.7172 | Acc(train) 0.7507 | Acc(val) 0.8556 |
Epoch 00118 | Loss(train) 0.7694 | Acc(train) 0.7453 | Acc(val) 0.8503 |
Epoch 00119 | Loss(train) 0.8490 | Acc(train) 0.7044 | Acc(val) 0.8636 |
Epoch 00120 | Loss(train) 0.7422 | Acc(train) 0.7355 | Acc(val) 0.8636 |
Epoch 00121 | Loss(train) 0.7711 | Acc(train) 0.7302 | Acc(val) 0.8610 |
Epoch 00122 | Loss(train) 0.7647 | Acc(train) 0.7462 | Acc(val) 0.8663 |*
Epoch 00123 | Loss(train) 0.7786 | Acc(train) 0.7097 | Acc(val) 0.8583 |
Epoch 00124 | Loss(train) 0.7358 | Acc(train) 0.7364 | Acc(val) 0.8610 |
Epoch 00125 | Loss(train) 0.7465 | Acc(train) 0.7320 | Acc(val) 0.8636 |
Epoch 00126 | Loss(train) 0.7135 | Acc(train) 0.7578 | Acc(val) 0.8743 |*
Epoch 00127 | Loss(train) 0.7714 | Acc(train) 0.7204 | Acc(val) 0.8663 |
Epoch 00128 | Loss(train) 0.7236 | Acc(train) 0.7346 | Acc(val) 0.8583 |
Epoch 00129 | Loss(train) 0.7582 | Acc(train) 0.7391 | Acc(val) 0.8610 |
Epoch 00130 | Loss(train) 0.7628 | Acc(train) 0.7355 | Acc(val) 0.8663 |
Epoch 00131 | Loss(train) 0.7198 | Acc(train) 0.7471 | Acc(val) 0.8663 |
Epoch 00132 | Loss(train) 0.7720 | Acc(train) 0.7266 | Acc(val) 0.8262 |
Epoch 00133 | Loss(train) 0.9231 | Acc(train) 0.7008 | Acc(val) 0.8717 |
Epoch 00134 | Loss(train) 0.7694 | Acc(train) 0.7115 | Acc(val) 0.8717 |
Epoch 00135 | Loss(train) 0.7912 | Acc(train) 0.7498 | Acc(val) 0.8743 |
Epoch 00136 | Loss(train) 0.7463 | Acc(train) 0.7462 | Acc(val) 0.8663 |
Epoch 00137 | Loss(train) 0.7473 | Acc(train) 0.7266 | Acc(val) 0.8369 |
Epoch 00138 | Loss(train) 0.7238 | Acc(train) 0.7427 | Acc(val) 0.8182 |
Epoch 00139 | Loss(train) 0.7613 | Acc(train) 0.7355 | Acc(val) 0.8636 |
Epoch 00140 | Loss(train) 0.7214 | Acc(train) 0.7471 | Acc(val) 0.8770 |*
Epoch 00141 | Loss(train) 0.7603 | Acc(train) 0.7444 | Acc(val) 0.8797 |*
Epoch 00142 | Loss(train) 0.7871 | Acc(train) 0.7320 | Acc(val) 0.8743 |
Epoch 00143 | Loss(train) 0.7303 | Acc(train) 0.7364 | Acc(val) 0.8717 |
Epoch 00144 | Loss(train) 0.7299 | Acc(train) 0.7676 | Acc(val) 0.8717 |
Epoch 00145 | Loss(train) 0.7403 | Acc(train) 0.7453 | Acc(val) 0.8717 |
Epoch 00146 | Loss(train) 0.7273 | Acc(train) 0.7587 | Acc(val) 0.8770 |
Epoch 00147 | Loss(train) 0.7348 | Acc(train) 0.7489 | Acc(val) 0.8663 |
Epoch 00148 | Loss(train) 0.7717 | Acc(train) 0.7302 | Acc(val) 0.8075 |
Epoch 00149 | Loss(train) 0.8072 | Acc(train) 0.7213 | Acc(val) 0.8556 |
Epoch 00150 | Loss(train) 0.7753 | Acc(train) 0.7311 | Acc(val) 0.8824 |*
Epoch 00151 | Loss(train) 0.7598 | Acc(train) 0.7507 | Acc(val) 0.8904 |*
Epoch 00152 | Loss(train) 0.8293 | Acc(train) 0.6990 | Acc(val) 0.8797 |
Epoch 00153 | Loss(train) 0.7532 | Acc(train) 0.7524 | Acc(val) 0.8583 |
Epoch 00154 | Loss(train) 0.7403 | Acc(train) 0.7542 | Acc(val) 0.8342 |
Epoch 00155 | Loss(train) 0.7898 | Acc(train) 0.7177 | Acc(val) 0.8048 |
Epoch 00156 | Loss(train) 0.9156 | Acc(train) 0.7266 | Acc(val) 0.8503 |
Epoch 00157 | Loss(train) 0.7326 | Acc(train) 0.7400 | Acc(val) 0.8476 |
Epoch 00158 | Loss(train) 0.7393 | Acc(train) 0.7391 | Acc(val) 0.8503 |
Epoch 00159 | Loss(train) 1.2344 | Acc(train) 0.6803 | Acc(val) 0.8690 |
Epoch 00160 | Loss(train) 0.7308 | Acc(train) 0.7480 | Acc(val) 0.8610 |
Epoch 00161 | Loss(train) 0.7334 | Acc(train) 0.7453 | Acc(val) 0.8663 |
Epoch 00162 | Loss(train) 0.7213 | Acc(train) 0.7409 | Acc(val) 0.8770 |
Epoch 00163 | Loss(train) 0.7057 | Acc(train) 0.7622 | Acc(val) 0.8770 |
Epoch 00164 | Loss(train) 0.7465 | Acc(train) 0.7337 | Acc(val) 0.8743 |
Epoch 00165 | Loss(train) 0.7546 | Acc(train) 0.7293 | Acc(val) 0.8797 |
Epoch 00166 | Loss(train) 0.7123 | Acc(train) 0.7587 | Acc(val) 0.8690 |
Epoch 00167 | Loss(train) 0.7445 | Acc(train) 0.7391 | Acc(val) 0.8743 |
Epoch 00168 | Loss(train) 0.7690 | Acc(train) 0.7329 | Acc(val) 0.8877 |
Epoch 00169 | Loss(train) 0.7330 | Acc(train) 0.7480 | Acc(val) 0.8824 |
Epoch 00170 | Loss(train) 0.7455 | Acc(train) 0.7373 | Acc(val) 0.8797 |
Epoch 00171 | Loss(train) 0.7077 | Acc(train) 0.7542 | Acc(val) 0.8717 |
Epoch 00172 | Loss(train) 0.7612 | Acc(train) 0.7480 | Acc(val) 0.8529 |
Epoch 00173 | Loss(train) 0.8013 | Acc(train) 0.7293 | Acc(val) 0.8743 |
Epoch 00174 | Loss(train) 0.7572 | Acc(train) 0.7435 | Acc(val) 0.8797 |
Epoch 00175 | Loss(train) 0.7245 | Acc(train) 0.7427 | Acc(val) 0.8717 |
Epoch 00176 | Loss(train) 0.7541 | Acc(train) 0.7560 | Acc(val) 0.8717 |
Epoch 00177 | Loss(train) 0.7206 | Acc(train) 0.7605 | Acc(val) 0.8610 |
Epoch 00178 | Loss(train) 0.7084 | Acc(train) 0.7542 | Acc(val) 0.8342 |
Epoch 00179 | Loss(train) 0.7776 | Acc(train) 0.7435 | Acc(val) 0.8743 |
Epoch 00180 | Loss(train) 0.7091 | Acc(train) 0.7560 | Acc(val) 0.8797 |
Epoch 00181 | Loss(train) 0.6993 | Acc(train) 0.7631 | Acc(val) 0.8904 |
Epoch 00182 | Loss(train) 0.8167 | Acc(train) 0.7587 | Acc(val) 0.8797 |
Epoch 00183 | Loss(train) 0.7574 | Acc(train) 0.7444 | Acc(val) 0.8743 |
Epoch 00184 | Loss(train) 0.7390 | Acc(train) 0.7462 | Acc(val) 0.8690 |
Epoch 00185 | Loss(train) 0.6894 | Acc(train) 0.7533 | Acc(val) 0.8770 |
Epoch 00186 | Loss(train) 0.6905 | Acc(train) 0.7605 | Acc(val) 0.8850 |
Epoch 00187 | Loss(train) 0.7013 | Acc(train) 0.7614 | Acc(val) 0.8824 |
Epoch 00188 | Loss(train) 0.6671 | Acc(train) 0.7720 | Acc(val) 0.8850 |
Epoch 00189 | Loss(train) 0.6947 | Acc(train) 0.7560 | Acc(val) 0.8824 |
Epoch 00190 | Loss(train) 0.7254 | Acc(train) 0.7435 | Acc(val) 0.8904 |
Epoch 00191 | Loss(train) 0.6981 | Acc(train) 0.7738 | Acc(val) 0.8904 |
Epoch 00192 | Loss(train) 0.6768 | Acc(train) 0.7694 | Acc(val) 0.8850 |
Epoch 00193 | Loss(train) 0.6856 | Acc(train) 0.7907 | Acc(val) 0.8930 |*
Epoch 00194 | Loss(train) 0.7160 | Acc(train) 0.7480 | Acc(val) 0.8904 |
Epoch 00195 | Loss(train) 0.7182 | Acc(train) 0.7622 | Acc(val) 0.8850 |
Epoch 00196 | Loss(train) 0.6583 | Acc(train) 0.7747 | Acc(val) 0.8850 |
Epoch 00197 | Loss(train) 0.7145 | Acc(train) 0.7756 | Acc(val) 0.8824 |
Epoch 00198 | Loss(train) 0.7179 | Acc(train) 0.7676 | Acc(val) 0.8850 |
Epoch 00199 | Loss(train) 0.6868 | Acc(train) 0.7756 | Acc(val) 0.8877 |
Epoch 00200 | Loss(train) 0.7156 | Acc(train) 0.7524 | Acc(val) 0.8824 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'GATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 106.29 MB
GPU Memory Reserved: 244.00 MB
Exp 4/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.0758 | Acc(train) 0.1621 | Acc(val) 0.1979 |*
Epoch 00002 | Loss(train) 2.5247 | Acc(train) 0.2182 | Acc(val) 0.3904 |*
Epoch 00003 | Loss(train) 1.9528 | Acc(train) 0.2449 | Acc(val) 0.4198 |*
Epoch 00004 | Loss(train) 1.9784 | Acc(train) 0.2591 | Acc(val) 0.4225 |*
Epoch 00005 | Loss(train) 1.9634 | Acc(train) 0.2939 | Acc(val) 0.5214 |*
Epoch 00006 | Loss(train) 1.8940 | Acc(train) 0.3081 | Acc(val) 0.6283 |*
Epoch 00007 | Loss(train) 1.8536 | Acc(train) 0.2832 | Acc(val) 0.5775 |
Epoch 00008 | Loss(train) 1.8681 | Acc(train) 0.2974 | Acc(val) 0.5187 |
Epoch 00009 | Loss(train) 1.8207 | Acc(train) 0.3197 | Acc(val) 0.5267 |
Epoch 00010 | Loss(train) 1.7969 | Acc(train) 0.3571 | Acc(val) 0.5508 |
Epoch 00011 | Loss(train) 1.7300 | Acc(train) 0.3793 | Acc(val) 0.5481 |
Epoch 00012 | Loss(train) 1.7588 | Acc(train) 0.3722 | Acc(val) 0.5615 |
Epoch 00013 | Loss(train) 1.6719 | Acc(train) 0.4043 | Acc(val) 0.5588 |
Epoch 00014 | Loss(train) 1.6796 | Acc(train) 0.4025 | Acc(val) 0.5588 |
Epoch 00015 | Loss(train) 1.6419 | Acc(train) 0.4087 | Acc(val) 0.6016 |
Epoch 00016 | Loss(train) 1.5760 | Acc(train) 0.4488 | Acc(val) 0.6150 |
Epoch 00017 | Loss(train) 1.5414 | Acc(train) 0.4541 | Acc(val) 0.6176 |
Epoch 00018 | Loss(train) 1.5063 | Acc(train) 0.4497 | Acc(val) 0.6203 |
Epoch 00019 | Loss(train) 1.5201 | Acc(train) 0.4648 | Acc(val) 0.6257 |
Epoch 00020 | Loss(train) 1.4479 | Acc(train) 0.5013 | Acc(val) 0.6364 |*
Epoch 00021 | Loss(train) 1.4710 | Acc(train) 0.4835 | Acc(val) 0.6283 |
Epoch 00022 | Loss(train) 1.4133 | Acc(train) 0.5040 | Acc(val) 0.6390 |*
Epoch 00023 | Loss(train) 1.3810 | Acc(train) 0.5120 | Acc(val) 0.6417 |*
Epoch 00024 | Loss(train) 1.3610 | Acc(train) 0.5245 | Acc(val) 0.6497 |*
Epoch 00025 | Loss(train) 1.3424 | Acc(train) 0.5254 | Acc(val) 0.7193 |*
Epoch 00026 | Loss(train) 1.3169 | Acc(train) 0.5432 | Acc(val) 0.7246 |*
Epoch 00027 | Loss(train) 1.3316 | Acc(train) 0.5227 | Acc(val) 0.6979 |
Epoch 00028 | Loss(train) 1.2977 | Acc(train) 0.5209 | Acc(val) 0.6738 |
Epoch 00029 | Loss(train) 1.2765 | Acc(train) 0.5503 | Acc(val) 0.7326 |*
Epoch 00030 | Loss(train) 1.2261 | Acc(train) 0.5494 | Acc(val) 0.7594 |*
Epoch 00031 | Loss(train) 1.2649 | Acc(train) 0.5539 | Acc(val) 0.7353 |
Epoch 00032 | Loss(train) 1.1936 | Acc(train) 0.5841 | Acc(val) 0.7273 |
Epoch 00033 | Loss(train) 1.1844 | Acc(train) 0.5690 | Acc(val) 0.7326 |
Epoch 00034 | Loss(train) 1.1711 | Acc(train) 0.5877 | Acc(val) 0.7460 |
Epoch 00035 | Loss(train) 1.1681 | Acc(train) 0.5788 | Acc(val) 0.7513 |
Epoch 00036 | Loss(train) 1.1401 | Acc(train) 0.5868 | Acc(val) 0.7620 |*
Epoch 00037 | Loss(train) 1.1049 | Acc(train) 0.5948 | Acc(val) 0.7968 |*
Epoch 00038 | Loss(train) 1.0351 | Acc(train) 0.6233 | Acc(val) 0.8075 |*
Epoch 00039 | Loss(train) 1.0197 | Acc(train) 0.6296 | Acc(val) 0.7941 |
Epoch 00040 | Loss(train) 1.0345 | Acc(train) 0.6447 | Acc(val) 0.7888 |
Epoch 00041 | Loss(train) 1.0075 | Acc(train) 0.6331 | Acc(val) 0.7995 |
Epoch 00042 | Loss(train) 1.0320 | Acc(train) 0.6296 | Acc(val) 0.7968 |
Epoch 00043 | Loss(train) 0.9722 | Acc(train) 0.6349 | Acc(val) 0.8075 |
Epoch 00044 | Loss(train) 0.9996 | Acc(train) 0.6385 | Acc(val) 0.8209 |*
Epoch 00045 | Loss(train) 0.9854 | Acc(train) 0.6465 | Acc(val) 0.8182 |
Epoch 00046 | Loss(train) 0.9363 | Acc(train) 0.6768 | Acc(val) 0.8235 |*
Epoch 00047 | Loss(train) 0.9768 | Acc(train) 0.6518 | Acc(val) 0.8209 |
